dataProcessID,dataSourceID,dataProcess,batchGroup,subjectArea,objectSchema,objectName,dataProcessPathOrProcedure,partitionBy,piiColumns,primaryKeyColumns,projectIdColumn,isIncremental,isOptimize,zOrderColumns,silverJulianDateColumns,silverIsSnapshot,silverSnapshotPeriod,watermarkColumn,watermarkValue,lastExecutionTimestamp,description,isEnabled,isTestPromoteEnvironment,isProdPromoteEnvironment
588,NULL,gold,daily,schedule,schedule_v,fact_average_daily_labor_by_date_v,300_silver_to_gold/schedule/silver_to_gold_vw_fact_average_daily_labor_by_date,NULL,NULL,NULL,project_number,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,Average daily labor by task and date,1,1,1
589,NULL,gold,daily,schedule,schedule_v,fact_average_daily_labor_v,300_silver_to_gold/schedule/silver_to_gold_vw_fact_average_daily_labor,NULL,NULL,NULL,project_number,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,Average daily labor by calendar month,1,1,1
590,NULL,gold,daily,schedule,schedule_v,fact_task_current_max_week_v,300_silver_to_gold/schedule/silver_to_gold_vw_fact_task_current_max_week,NULL,NULL,NULL,project_number,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,"Current view, or view of the last export date for the most recent week end date, of the fact_task table",1,1,1
619,NULL,gold,daily,equipment,equipment,fact_equipment_status_history,300_silver_to_gold/equipment/silver_to_gold_fact_equipment_status_history,NULL,NULL,fact_equipment_status_history_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,A fact table that stores equipment status changes over time.,1,1,1
670,NULL,gold,daily,operation_financials,operation_financials,fact_account_balance_monthly_detail,300_silver_to_gold/operation_financials/silver_to_gold_fact_account_balance_monthly_detail,NULL,NULL,fact_account_balance_monthly_detail_key,project_number,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,Account Balances Monthly detail pivoted table,1,1,1
671,NULL,gold,daily,operation_financials,operation_financials,fact_account_balance_monthly_header,300_silver_to_gold/operation_financials/silver_to_gold_fact_account_balance_monthly_header,NULL,NULL,fact_account_balance_monthly_header_key,project_number,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,Account Balances Monthly header pivoted table,1,1,1
757,438,silver,daily,NULL,silver_powerbi,activityevents,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,id,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:43:19.000,2026-07-22 05:43:19.000,Power BI activity events,1,1,1
762,457,silver,daily,NULL,silver_ineight,vwDesignQuantityItemComponent,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-03-06 10:46:11.000,2026-03-06 06:46:11.000,NULL,0,1,1
763,456,silver,daily,NULL,silver_ineight,vwDesignClaimingScheme,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-03-06 10:46:11.000,2026-03-06 06:46:11.000,NULL,0,1,1
764,455,silver,daily,NULL,silver_ineight,vwDailyPlanSummary,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
765,454,silver,daily,NULL,silver_ineight,vwDailyPlanQuantity,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
766,453,silver,daily,NULL,silver_ineight,vwDailyPlanNote,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
767,452,silver,daily,NULL,silver_ineight,vwCoreUnion,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
768,451,silver,daily,NULL,silver_ineight,vwCoreTrade,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
769,450,silver,daily,NULL,silver_ineight,vwCoreProjectEquipment,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
770,449,silver,daily,NULL,silver_ineight,vwCoreProjectEmployee,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
771,448,silver,daily,NULL,silver_ineight,vwCoreDiscipline,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
772,447,silver,daily,NULL,silver_ineight,vwCoreCraft,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
773,446,silver,daily,NULL,silver_ineight,vwCoreCommodity,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
774,472,silver,daily,NULL,silver_ineight,vwPlanWorkPackageComponent,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
775,471,silver,daily,NULL,silver_ineight,vwPlanWorkPackage,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,WorkPlanId,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
776,470,silver,daily,NULL,silver_ineight,vwPlanWBSClaimingSchemeAssociation,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
777,469,silver,daily,NULL,silver_ineight,vwPlanTimeCardNotes,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
612,NULL,gold,daily,equipment,equipment,fact_equipment,300_silver_to_gold/equipment/silver_to_gold_fact_equipment,NULL,NULL,fact_equipment_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,Fact table storing equipment quantitative data at the equipment level.,1,1,1
613,NULL,gold,daily,equipment,equipment,fact_equipment_gl_trans,300_silver_to_gold/equipment/silver_to_gold_fact_equipment_gl_trans,NULL,NULL,fact_equipment_gl_trans_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,Fact table for equipment General Ledger transactions,1,1,1
614,NULL,gold,daily,equipment_v,equipment_v,dim_account_master_all_v,300_silver_to_gold/equipment/silver_to_gold_vw_dim_account_master_all_v,NULL,NULL,dim_account_master_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,This view shows dim_account_master without row level security.,1,1,1
615,NULL,gold,daily,equipment_v,equipment_v,dim_project_bu_all_v,300_silver_to_gold/equipment/silver_to_gold_vw_dim_project_bu_all_v,NULL,NULL,dim_project_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 01:42:12.000,2026-07-22 08:42:12.000,Equipment Services view for all projects and business units with no financial data from dim_project table.,1,1,1
616,NULL,gold,daily,equipment,equipment_v,fact_equipment_rental_in_service_v,300_silver_to_gold/equipment/silver_to_gold_vw_fact_equipment_rental_in_service_v,NULL,NULL,"date_key, asset_item_number",NULL,0,0,NULL,NULL,NULL,NULL,NULL,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,Equipment Services view for all rental equipment status and number of rental days per date,1,1,1
617,NULL,gold,daily,operation_financials,operation_financials,dim_document_type,300_silver_to_gold/operation_financials/silver_to_gold_dim_document_type,NULL,NULL,dim_document_type_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Document Type dimension table.,1,1,1
618,NULL,gold,daily,operation_financials,operation_financials,dim_ledger_type,300_silver_to_gold/operation_financials/silver_to_gold_dim_ledger_type,NULL,NULL,dim_ledger_type_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Ledger Type dimension table.,1,1,1
778,468,silver,daily,NULL,silver_ineight,vwPlanQuantityClaimDetail,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
779,467,silver,daily,NULL,silver_ineight,vwPlanQuantityClaim,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
780,466,silver,daily,NULL,silver_ineight,vwPlanProjectComponentPartialView,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
781,465,silver,daily,NULL,silver_ineight,vwPlanDiscipline,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
782,464,silver,daily,NULL,silver_ineight,vwPlanComponentConfigurationValue,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2025-07-10 23:55:28.000,2025-07-11 06:55:28.000,NULL,0,0,0
783,463,silver,daily,NULL,silver_ineight,vwPlanComponentConfiguration,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2025-11-15 06:42:07.000,2025-11-15 02:42:07.000,NULL,0,0,0
784,462,silver,daily,NULL,silver_ineight,vwPlanComponentCharacteristic,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
785,461,silver,daily,NULL,silver_ineight,vwPlanComponent,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
786,460,silver,daily,NULL,silver_ineight,vwPlanClaimingSchemeStep,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
787,459,silver,daily,NULL,silver_ineight,vwPlanClaimingScheme,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
788,458,silver,daily,NULL,silver_ineight,vwPlanAccountCodeClaimingSchemeAssociation,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
789,445,silver,daily,NULL,silver_ineight,vwPlanWorkPlanCostItem,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
790,444,silver,daily,NULL,silver_ineight,vwPlanTimeCards,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
791,443,silver,daily,NULL,silver_ineight,vwPlanAdvancedWorkPackaging,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2025-11-15 06:42:07.000,2025-11-15 02:42:07.000,NULL,0,0,0
792,442,silver,daily,NULL,silver_ineight,vwAdvancedWorkPackaging,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
808,NULL,gold,daily,project_management,project_management,fact_daily_plan_quantity,300_silver_to_gold/project_management/silver_to_gold_fact_daily_plan_quantity,NULL,NULL,fact_daily_plan_quantity_key,sec_project,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 08:58:46.000,2026-07-22 03:58:46.000,Fact table for daily plan quantity.,1,1,1
809,NULL,gold,daily,project_management,project_management,fact_quantity_claim,300_silver_to_gold/project_management/silver_to_gold_fact_quantity_claim,NULL,NULL,fact_quantity_claim_key,sec_project,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 08:58:46.000,2026-07-22 03:58:46.000,Fact table for quantity claims.,1,1,1
810,NULL,gold,daily,project_management,project_management,fact_time_card,300_silver_to_gold/project_management/silver_to_gold_fact_time_card,NULL,NULL,fact_time_card_key,sec_project,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 08:58:46.000,2026-07-22 03:58:46.000,Fact table for time card data,1,1,1
811,NULL,gold,daily,project_management,project_management,fact_work_package,300_silver_to_gold/project_management/silver_to_gold_fact_work_package,NULL,NULL,fact_work_package_key,sec_project,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 08:58:46.000,2026-07-22 03:58:46.000,Fact table for work package,1,1,1
812,NULL,gold,daily,project_management,project_management,fact_wp_component_progress,300_silver_to_gold/project_management/silver_to_gold_fact_wp_component_progress,NULL,NULL,fact_wp_component_progress_key,sec_project,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 08:58:46.000,2026-07-22 03:58:46.000,Fact table for component progress,1,1,1
823,480,silver,daily,NULL,silver_ineight,vwCoreDocumentApplicationIntegration,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
826,481,silver,daily,NULL,silver_webapp,Audits,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,"ID, Email, Timestamp",NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:27:01.000,2026-07-22 06:27:01.000,NULL,1,1,1
827,485,silver,daily,NULL,silver_b2g,vendor,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:59.000,2026-07-22 05:40:59.000,B2G Vendor Data,1,1,1
828,486,silver,daily,NULL,silver_cslb,license_data,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:03:15.000,2026-07-22 06:03:15.000,NULL,1,1,1
829,484,silver,daily,NULL,silver_b2g,contract_vendor,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:59.000,2026-07-22 05:40:59.000,B2G Contract Vendor Data,1,1,1
830,483,silver,daily,NULL,silver_b2g,contract,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:59.000,2026-07-22 05:40:59.000,B2G Contract Data,1,1,1
831,482,silver,daily,NULL,silver_b2g,B2G_XBE_Subcontractor_Commitments,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:59.000,2026-07-22 05:40:59.000,B2G subcontractors committment table,1,1,1
539,NULL,gold,daily,prolog,prolog,fact_potential_changeorder_line_items,300_silver_to_gold/prolog/silver_to_gold_prolog_potential_changeorder_lineitems,NULL,NULL,fact_potential_change_order_lineitem_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,this table has info regarding the line items of change orders,1,1,1
540,NULL,gold,daily,prolog,prolog,fact_projects_with_assigned_roles,300_silver_to_gold/prolog/silver_to_gold_prolog_projects_assigned_roles,NULL,NULL,fact_projects_assigned_role_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,this table has project level role info for an empployee,1,1,1
541,NULL,gold,daily,prolog,prolog,fact_request_for_information,300_silver_to_gold/prolog/silver_to_gold_prolog_request_for_information,NULL,NULL,fact_request_information_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,this table has details about the request information with request number questions and answers,1,1,1
542,NULL,gold,daily,prolog,prolog,fact_safety,300_silver_to_gold/prolog/silver_to_gold_prolog_safety,NULL,NULL,fact_safety_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,this table has details regarding the safety details for a project,1,1,1
543,NULL,gold,daily,prolog,prolog,fact_sub_contract_change_order,300_silver_to_gold/prolog/silver_to_gold_prolog_sub_contract_changeorder,NULL,NULL,fact_sub_contract_change_order_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,this table has subcontract and change order info,1,1,1
544,NULL,gold,daily,prolog,prolog,fact_submittal_reviewers,300_silver_to_gold/prolog/silver_to_gold_prolog_submittal_reviewers,NULL,NULL,fact_submittal_reviewers_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,this table has details about submittal reviewers,1,1,1
545,NULL,gold,daily,prolog,prolog,fact_submittals,300_silver_to_gold/prolog/silver_to_gold_prolog_submittals,NULL,NULL,fact_submittals_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,This table has submittal register details for a project,1,1,1
602,NULL,gold,daily,mpr,mpr,data_import_log,300_silver_to_gold/mpr/silver_to_gold_mpr_source_data_import_log,NULL,NULL,month_end_date,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,NULL,1,1,1
603,NULL,gold,daily,mpr,mpr,stg_account_balances,300_silver_to_gold/mpr/silver_to_gold_mpr_source_account_balances,NULL,NULL,"project_number, month_end, cost_code, cost_type, ledger_type",NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,NULL,1,1,1
604,NULL,gold,daily,mpr,mpr,stg_account_master,300_silver_to_gold/mpr/silver_to_gold_mpr_source_account_master,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 01:30:48.000,2026-07-22 08:30:48.000,NULL,1,1,1
605,NULL,gold,daily,mpr,mpr,stg_billing_summary,300_silver_to_gold/mpr/silver_to_gold_mpr_source_billing_summary,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,NULL,1,1,1
606,NULL,gold,daily,mpr,mpr,stg_contracts,300_silver_to_gold/mpr/silver_to_gold_mpr_source_contracts,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 01:42:12.000,2026-07-22 08:42:12.000,NULL,1,1,1
607,NULL,gold,daily,mpr,mpr,stg_employee_project,300_silver_to_gold/mpr/silver_to_gold_mpr_source_employee_project,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,NULL,1,1,1
608,NULL,gold,daily,security,security,ref_user_project_role,300_silver_to_gold/security/silver_to_gold_ref_user_project_role,NULL,NULL,ref_user_project_role_key,project_number,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 01:42:12.000,2026-07-22 08:42:12.000,"The ref_user_project_role table stores project user roles from InEight and E1 (Project Control Manager role only).  This table does NOT store Prolog user roles as this system will be deprecated at the end of 2024.  One use of this table is to serve as the data source of the MPR table stg_employee_project, which is loaded monthly.",1,1,1
609,NULL,gold,daily,web_app_integration,web_app_integration,project_notes_export,300_silver_to_gold/web_app_integration/silver_to_gold_project_notes_export,NULL,NULL,project_notes_export_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 03:02:12.000,2026-07-22 10:02:13.000,Project notes for Sdat. It will be in the PCM report to allow the site team to add commentary to the page of the report,1,1,1
753,NULL,gold,daily,mpr,mpr,stg_active_projects,300_silver_to_gold/mpr/silver_to_gold_mpr_source_active_projects,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 01:42:12.000,2026-07-22 08:42:12.000,NULL,1,1,1
761,441,silver,daily,NULL,silver_ineight,vwCoreContact,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,Project users,1,1,1
839,487,silver,daily,NULL,silver_e1,F1302,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,Equipment Management,1,1,1
842,488,silver,daily,NULL,silver_ineight,vwContractContractCustomField,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
846,489,silver,daily,NULL,silver_security,Ga_Overrides_Group_District,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:38:26.000,2026-07-22 05:38:26.000,Group and District overrides for GA,1,1,1
847,490,silver,daily,NULL,silver_security,Ga_Overrides_Group_District,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:38:26.000,2026-07-22 05:38:26.000,Group and District overrides for GA,1,1,1
848,491,silver,daily,NULL,silver_security,Job_Roles_GA,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:38:26.000,2026-07-22 05:38:26.000,Job Roles for GA,1,1,1
850,492,silver,daily,NULL,silver_emars,Stg_Emars_Payroll,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,"FirstName, LastName, Last4ofSSN, Middleinitial",PayrollDetailSignedId,NULL,1,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:36:51.000,2026-07-22 05:36:51.000,eMars certified payroll labor tracking for public or federal work,1,1,1
862,493,silver,daily,NULL,silver_ineight,vwDiversityCategory,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,NULL,1,1,1
865,497,silver,daily,NULL,silver_ineight_document,vw_FormSections_Parsed,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 09:17:24.000,2026-07-22 04:17:24.000,NULL,1,1,1
866,496,silver,daily,NULL,silver_ineight_document,FormSections,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 09:17:24.000,2026-07-22 04:17:24.000,NULL,1,1,1
867,495,silver,daily,NULL,silver_ineight_document,Forms,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 09:17:24.000,2026-07-22 04:17:24.000,NULL,1,1,1
868,494,silver,daily,NULL,silver_ineight_document,Contact,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 09:17:24.000,2026-07-22 04:17:24.000,NULL,1,1,1
869,NULL,gold,daily,ineight_document,ineight_document,dim_form,300_silver_to_gold/ineight_document/silver_to_gold_dim_form,NULL,NULL,dim_form_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 09:23:25.000,2026-07-22 04:23:25.000,Dimension table that contains details of forms,1,1,1
870,NULL,gold,daily,ineight_document,ineight_document,fact_rfi,300_silver_to_gold/ineight_document/silver_to_gold_fact_rfi,NULL,NULL,fact_rfi_key,project_number,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 09:26:55.000,2026-07-22 04:26:55.000,Fact table that contains rfi details of document,1,1,1
